City,Temperature,timestamp
Paris,24.4,2025-11-06 10:59:22.240727
London,25.5,2025-11-14 10:59:22.240729
London,33.6,2026-06-20 10:59:22.240731
London,30.2,2026-03-01 10:59:22.240733
Paris,12.0,2025-11-10 10:59:22.240735
New York,33.5,2026-03-18 10:59:22.240736
Sydney,17.0,2025-10-05 10:59:22.240739
London,11.5,2026-02-12 10:59:22.240741
London,31.0,2026-06-18 10:59:22.240743
Tokyo,27.1,2025-09-30 10:59:22.240744
New York,17.6,2025-07-08 10:59:22.240747
Tokyo,29.0,2026-04-16 10:59:22.240749
London,25.6,2025-11-25 10:59:22.240752
New York,20.8,2026-02-08 10:59:22.240755
Tokyo,15.9,2026-02-08 10:59:22.240757
Tokyo,15.7,2026-06-28 10:59:22.240759
London,33.5,2025-10-20 10:59:22.240761
Tokyo,11.1,2026-01-08 10:59:22.240763
Paris,31.6,2026-04-05 10:59:22.240765
Sydney,19.0,2025-07-17 10:59:22.240767
New York,18.5,2025-09-15 10:59:22.240770
Paris,22.8,2026-01-22 10:59:22.240772
Sydney,33.1,2026-02-01 10:59:22.240774
London,29.0,2025-12-12 10:59:22.240776
Paris,33.9,2026-06-26 10:59:22.240778
Tokyo,14.1,2026-06-07 10:59:22.240780
New York,12.7,2025-10-13 10:59:22.240782
Tokyo,22.9,2026-05-28 10:59:22.240784
New York,27.9,2025-11-23 10:59:22.240786
Paris,13.2,2026-05-01 10:59:22.240788
New York,27.1,2025-07-26 10:59:22.240790
London,29.4,2025-09-25 10:59:22.240792
Paris,24.5,2025-08-27 10:59:22.240794
London,14.2,2025-08-21 10:59:22.240796
New York,34.5,2025-12-19 10:59:22.240798
Tokyo,27.4,2025-11-21 10:59:22.240800
Tokyo,24.7,2025-11-24 10:59:22.240802
London,13.0,2025-12-20 10:59:22.240804
Tokyo,13.4,2026-04-08 10:59:22.240806
London,20.1,2025-12-19 10:59:22.240808
New York,19.2,2026-05-25 10:59:22.240810
Tokyo,11.7,2026-03-08 10:59:22.240812
London,28.9,2026-01-09 10:59:22.240814
Tokyo,13.4,2026-05-31 10:59:22.240816
Paris,13.5,2025-09-11 10:59:22.240818
Sydney,22.7,2026-03-19 10:59:22.240820
Paris,26.8,2025-08-11 10:59:22.240822
Tokyo,32.4,2025-12-02 10:59:22.240824
Sydney,18.6,2025-10-23 10:59:22.240826
London,33.4,2026-06-21 10:59:22.240828
Tokyo,12.9,2026-06-14 10:59:22.240830
London,29.2,2025-07-27 10:59:22.240832
New York,33.1,2026-05-11 10:59:22.240834
New York,28.0,2025-08-08 10:59:22.240836
Tokyo,14.9,2025-10-06 10:59:22.240838
London,28.6,2026-06-11 10:59:22.240840
New York,15.8,2026-03-29 10:59:22.240842
Paris,19.1,2026-06-07 10:59:22.240844
London,19.5,2026-02-05 10:59:22.240846
Sydney,25.9,2025-12-19 10:59:22.240848
Sydney,28.3,2026-03-04 10:59:22.240850
Sydney,11.2,2026-07-01 10:59:22.240852
London,15.9,2026-01-30 10:59:22.240854
Tokyo,23.0,2025-09-13 10:59:22.240856
London,33.7,2026-04-24 10:59:22.240858
Sydney,21.0,2025-09-16 10:59:22.240860
New York,19.7,2025-11-25 10:59:22.240862
New York,11.5,2026-03-15 10:59:22.240864
London,24.7,2026-05-31 10:59:22.240866
London,21.2,2026-06-12 10:59:22.240868
Paris,24.8,2026-01-30 10:59:22.240870
Sydney,14.9,2025-08-01 10:59:22.240872
Paris,20.6,2026-05-22 10:59:22.240874
Paris,17.3,2026-06-15 10:59:22.240876
Tokyo,33.4,2026-05-06 10:59:22.240878
Paris,11.0,2026-03-09 10:59:22.240880
Paris,31.9,2025-08-30 10:59:22.240882
Tokyo,26.0,2026-01-04 10:59:22.240884
New York,14.7,2025-11-09 10:59:22.240886
Sydney,18.4,2026-01-25 10:59:22.240889
London,22.0,2025-08-15 10:59:22.240891
London,25.9,2025-12-12 10:59:22.240893
Tokyo,21.3,2026-01-15 10:59:22.240895
New York,24.0,2026-04-13 10:59:22.240897
Sydney,24.6,2025-10-14 10:59:22.240899
Paris,22.8,2026-02-19 10:59:22.240901
New York,31.8,2026-05-23 10:59:22.240903
London,29.1,2026-02-15 10:59:22.240905
Tokyo,15.3,2026-02-07 10:59:22.240906
Tokyo,21.9,2026-03-08 10:59:22.240908
New York,26.0,2026-03-03 10:59:22.240910
Sydney,25.4,2025-07-26 10:59:22.240912
London,22.1,2026-06-24 10:59:22.240914
Sydney,22.3,2025-08-20 10:59:22.240916
New York,28.7,2025-08-08 10:59:22.240918
London,17.8,2025-10-08 10:59:22.240921
Sydney,28.2,2026-06-28 10:59:22.240923
Paris,27.8,2025-08-30 10:59:22.241025
New York,11.2,2025-10-12 10:59:22.241029
London,29.1,2026-05-04 10:59:22.241031
New York,30.4,2025-11-04 10:59:22.241033
New York,14.9,2026-02-02 10:59:22.241035
London,34.7,2026-02-12 10:59:22.241037
New York,34.5,2025-07-14 10:59:22.241039
Sydney,31.4,2026-01-04 10:59:22.241041
Tokyo,20.0,2026-02-18 10:59:22.241043
New York,27.7,2026-02-06 10:59:22.241045
London,22.7,2025-08-02 10:59:22.241048
Paris,17.3,2026-01-12 10:59:22.241050
Paris,14.7,2026-01-21 10:59:22.241051
New York,21.2,2026-05-04 10:59:22.241053
Paris,13.2,2026-02-07 10:59:22.241055
London,10.2,2025-08-27 10:59:22.241057
Paris,18.1,2025-11-15 10:59:22.241060
Tokyo,17.6,2026-01-24 10:59:22.241062
London,20.5,2026-05-16 10:59:22.241064
Sydney,25.8,2026-05-17 10:59:22.241065
London,10.2,2025-11-14 10:59:22.241067
Tokyo,11.5,2026-02-02 10:59:22.241069
Sydney,17.1,2026-02-23 10:59:22.241071
Paris,30.9,2025-12-22 10:59:22.241073
Sydney,33.3,2025-10-14 10:59:22.241075
London,14.3,2025-12-23 10:59:22.241077
Sydney,26.2,2026-03-10 10:59:22.241079
New York,19.3,2026-01-04 10:59:22.241081
Sydney,30.8,2026-04-17 10:59:22.241083
New York,11.4,2025-09-13 10:59:22.241085
Paris,28.5,2026-03-06 10:59:22.241087
New York,31.9,2026-03-26 10:59:22.241089
London,27.3,2025-08-04 10:59:22.241091
Tokyo,11.7,2025-10-19 10:59:22.241093
Tokyo,33.1,2025-10-29 10:59:22.241095
Tokyo,23.7,2026-06-25 10:59:22.241097
Tokyo,14.7,2026-02-06 10:59:22.241099
New York,27.7,2026-03-08 10:59:22.241101
Tokyo,21.5,2025-08-24 10:59:22.241103
London,18.0,2025-12-05 10:59:22.241105
London,30.4,2025-08-07 10:59:22.241107
Sydney,12.6,2025-08-22 10:59:22.241109
Sydney,12.8,2026-06-06 10:59:22.241111
London,32.8,2026-02-26 10:59:22.241113
New York,34.6,2025-11-28 10:59:22.241115
Sydney,15.3,2025-12-03 10:59:22.241117
London,23.6,2026-04-29 10:59:22.241119
London,20.6,2026-05-20 10:59:22.241121
Paris,22.9,2025-07-04 10:59:22.241123
Tokyo,10.9,2025-11-25 10:59:22.241125
Sydney,29.2,2025-11-17 10:59:22.241127
Sydney,32.0,2026-05-19 10:59:22.241129
London,28.9,2026-01-19 10:59:22.241131
London,19.9,2026-06-07 10:59:22.241133
Paris,20.7,2026-01-04 10:59:22.241135
Sydney,28.9,2026-01-09 10:59:22.241137
Sydney,30.4,2026-05-30 10:59:22.241139
London,34.0,2025-07-19 10:59:22.241141
London,16.6,2025-10-22 10:59:22.241143
Paris,32.1,2025-12-29 10:59:22.241145
New York,19.5,2026-04-21 10:59:22.241147
London,29.4,2026-05-28 10:59:22.241149
Tokyo,14.3,2025-07-27 10:59:22.241151
London,25.8,2026-01-03 10:59:22.241153
London,15.4,2025-08-14 10:59:22.241155
Tokyo,13.9,2025-07-16 10:59:22.241157
Paris,27.3,2025-09-07 10:59:22.241159
Sydney,25.2,2026-04-19 10:59:22.241161
London,13.5,2025-08-23 10:59:22.241163
London,14.9,2025-10-02 10:59:22.241165
Paris,30.3,2025-09-09 10:59:22.241167
Sydney,20.0,2025-12-20 10:59:22.241169
Tokyo,19.7,2026-06-18 10:59:22.241171
Paris,19.0,2025-12-15 10:59:22.241173
New York,23.3,2026-02-17 10:59:22.241175
Tokyo,13.0,2025-11-17 10:59:22.241177
London,32.3,2025-12-08 10:59:22.241180
Paris,18.7,2026-06-05 10:59:22.241182
Tokyo,28.5,2025-12-31 10:59:22.241184
London,26.3,2026-03-17 10:59:22.241186
Sydney,25.0,2025-10-06 10:59:22.241188
New York,30.1,2025-07-28 10:59:22.241190
Sydney,32.7,2026-02-22 10:59:22.241192
Sydney,31.5,2025-12-14 10:59:22.241194
Tokyo,20.8,2026-03-27 10:59:22.241196
New York,21.4,2026-04-21 10:59:22.241198
Sydney,26.0,2026-02-01 10:59:22.241200
Tokyo,22.0,2026-06-14 10:59:22.241202
Tokyo,31.0,2026-05-10 10:59:22.241203
Paris,34.5,2026-04-21 10:59:22.241205
Paris,16.6,2026-06-05 10:59:22.241207
Tokyo,10.1,2025-09-19 10:59:22.241209
Tokyo,20.0,2025-11-05 10:59:22.241211
London,26.4,2025-08-29 10:59:22.241213
Paris,17.5,2025-09-05 10:59:22.241215
London,23.5,2026-02-18 10:59:22.241218
London,11.6,2026-06-03 10:59:22.241220
Paris,28.0,2026-03-06 10:59:22.241222
London,17.6,2025-08-23 10:59:22.241223
Sydney,23.7,2026-03-25 10:59:22.241225
London,31.8,2026-04-19 10:59:22.241227
London,24.1,2026-06-08 10:59:22.241229
London,27.3,2025-11-11 10:59:22.241231
Tokyo,21.4,2026-02-03 10:59:22.241233
London,13.2,2026-03-27 10:59:22.241235
London,12.9,2025-11-06 10:59:22.241237
Sydney,26.7,2025-12-11 10:59:22.241239
New York,22.2,2026-02-25 10:59:22.241241
Sydney,11.2,2025-08-30 10:59:22.241243
New York,28.8,2026-04-27 10:59:22.241245
New York,25.2,2026-02-24 10:59:22.241247
Sydney,13.3,2025-08-14 10:59:22.241251
Tokyo,31.6,2026-06-05 10:59:22.241254
London,31.2,2026-02-10 10:59:22.241256
Paris,19.7,2026-03-18 10:59:22.241258
New York,30.2,2025-11-18 10:59:22.241259
Paris,30.1,2026-01-26 10:59:22.241261
New York,14.0,2025-10-23 10:59:22.241263
London,23.1,2026-07-03 10:59:22.241265
New York,22.8,2026-02-05 10:59:22.241268
Sydney,25.6,2026-05-13 10:59:22.241270
New York,10.6,2025-08-26 10:59:22.241272
London,20.9,2025-07-12 10:59:22.241274
New York,27.8,2025-07-23 10:59:22.241276
New York,11.9,2025-10-01 10:59:22.241278
Paris,17.5,2025-10-28 10:59:22.241280
Tokyo,14.9,2026-02-20 10:59:22.241282
London,14.7,2026-03-22 10:59:22.241284
Sydney,16.3,2026-02-28 10:59:22.241286
London,14.4,2025-12-16 10:59:22.241288
London,30.3,2026-05-23 10:59:22.241290
London,27.0,2025-12-03 10:59:22.241292
Tokyo,16.1,2025-10-26 10:59:22.241294
Tokyo,25.3,2026-01-05 10:59:22.241296
New York,23.1,2025-11-14 10:59:22.241298
London,31.8,2026-05-23 10:59:22.241300
Sydney,29.4,2025-12-16 10:59:22.241302
Tokyo,17.3,2026-06-13 10:59:22.241304
Tokyo,20.5,2025-12-28 10:59:22.241305
New York,31.5,2025-07-10 10:59:22.241308
Paris,24.6,2026-04-14 10:59:22.241310
London,28.5,2026-04-22 10:59:22.241312
Sydney,27.0,2025-09-24 10:59:22.241314
London,26.2,2025-08-06 10:59:22.241316
New York,20.7,2026-03-14 10:59:22.241318
London,13.3,2026-03-17 10:59:22.241320
London,18.0,2025-12-26 10:59:22.241322
Sydney,25.4,2025-10-08 10:59:22.241324
London,16.5,2026-05-04 10:59:22.241326
New York,31.4,2026-03-19 10:59:22.241328
Sydney,31.5,2026-05-25 10:59:22.241330
Tokyo,25.5,2025-10-23 10:59:22.241332
Sydney,22.6,2026-02-27 10:59:22.241334
Tokyo,34.7,2025-12-12 10:59:22.241336
Tokyo,19.8,2026-01-02 10:59:22.241339
London,16.7,2026-05-29 10:59:22.241341
New York,34.4,2026-03-04 10:59:22.241343
New York,16.4,2025-08-10 10:59:22.241345
Sydney,21.1,2026-05-08 10:59:22.241347
Paris,19.5,2026-06-02 10:59:22.241349
Sydney,24.8,2025-09-12 10:59:22.241351
Tokyo,20.5,2025-12-20 10:59:22.241353
Paris,14.5,2026-01-31 10:59:22.241355
Paris,18.3,2026-02-25 10:59:22.241357
Tokyo,13.6,2026-03-23 10:59:22.241359
London,21.9,2026-03-07 10:59:22.241361
Paris,34.7,2026-01-25 10:59:22.241362
Tokyo,10.6,2025-08-13 10:59:22.241364
New York,17.5,2026-01-27 10:59:22.241367
Tokyo,25.1,2025-10-13 10:59:22.241369
Paris,10.2,2025-10-19 10:59:22.241371
New York,16.9,2026-04-18 10:59:22.241373
New York,18.4,2025-09-11 10:59:22.241375
New York,30.7,2025-08-27 10:59:22.241377
Tokyo,13.1,2025-11-29 10:59:22.241379
New York,18.8,2026-03-31 10:59:22.241381
London,24.8,2025-09-12 10:59:22.241383
Paris,34.6,2025-12-05 10:59:22.241385
Tokyo,19.8,2025-10-12 10:59:22.241387
London,16.1,2025-10-13 10:59:22.241389
London,21.0,2025-11-19 10:59:22.241391
London,28.1,2025-11-17 10:59:22.241393
Paris,22.8,2026-02-08 10:59:22.241395
Tokyo,30.8,2026-04-07 10:59:22.241397
London,34.7,2025-09-12 10:59:22.241399
Sydney,21.4,2025-09-15 10:59:22.241401
London,30.5,2026-07-03 10:59:22.241403
London,16.4,2026-05-16 10:59:22.241405
Paris,26.0,2025-07-27 10:59:22.241407
Sydney,11.0,2025-09-17 10:59:22.241409
London,14.6,2026-03-14 10:59:22.241411
Tokyo,18.7,2026-04-22 10:59:22.241413
Sydney,24.6,2025-10-02 10:59:22.241415
Sydney,18.9,2026-02-22 10:59:22.241417
London,25.3,2025-10-18 10:59:22.241419
Sydney,17.8,2026-04-30 10:59:22.241421
Paris,13.9,2026-01-11 10:59:22.241423
New York,31.6,2026-05-01 10:59:22.241425
New York,24.4,2026-06-22 10:59:22.241427
Sydney,34.7,2026-05-22 10:59:22.241429
New York,12.8,2025-10-26 10:59:22.241431
Paris,21.8,2026-03-21 10:59:22.241433
London,33.4,2025-08-13 10:59:22.241435
New York,14.6,2026-04-19 10:59:22.241437
Paris,34.9,2026-03-01 10:59:22.241453
Paris,13.9,2025-10-13 10:59:22.241456
Paris,25.0,2026-01-05 10:59:22.241459
London,14.4,2025-08-13 10:59:22.241461
Sydney,33.3,2026-02-27 10:59:22.241463
New York,12.3,2025-11-23 10:59:22.241465
New York,33.8,2026-02-27 10:59:22.241467
Paris,16.1,2025-12-19 10:59:22.241469
London,27.3,2025-11-10 10:59:22.241471
Tokyo,32.3,2025-12-23 10:59:22.241473
Tokyo,12.4,2025-12-06 10:59:22.241475
Tokyo,25.5,2025-12-29 10:59:22.241477
Tokyo,16.8,2025-09-23 10:59:22.241479
Paris,23.4,2025-11-12 10:59:22.241481
Paris,14.3,2026-05-05 10:59:22.241483
London,21.2,2026-02-27 10:59:22.241485
Paris,23.0,2025-12-24 10:59:22.241487
New York,26.0,2026-06-24 10:59:22.241489
Paris,34.3,2025-10-04 10:59:22.241491
Sydney,25.5,2025-10-12 10:59:22.241493
New York,24.5,2026-02-26 10:59:22.241495
Tokyo,14.5,2026-06-14 10:59:22.241497
Paris,14.8,2026-02-02 10:59:22.241499
New York,15.5,2026-05-24 10:59:22.241501
Sydney,10.5,2025-12-06 10:59:22.241503
London,12.8,2025-10-09 10:59:22.241505
Paris,31.4,2025-10-23 10:59:22.241507
New York,16.9,2026-04-10 10:59:22.241509
London,12.8,2025-10-28 10:59:22.241511
London,16.9,2026-01-19 10:59:22.241513
Paris,26.3,2026-06-02 10:59:22.241515
Tokyo,22.7,2025-07-14 10:59:22.241517
Paris,18.9,2025-08-18 10:59:22.241519
Tokyo,28.4,2026-04-04 10:59:22.241521
London,15.1,2025-09-12 10:59:22.241523
New York,25.0,2026-06-04 10:59:22.241525
London,10.2,2025-12-25 10:59:22.241527
London,28.3,2026-05-17 10:59:22.241529
Tokyo,31.3,2025-09-30 10:59:22.241531
London,17.9,2026-01-28 10:59:22.241533
Sydney,26.7,2026-02-20 10:59:22.241535
London,21.8,2025-08-03 10:59:22.241537
Sydney,30.8,2026-05-20 10:59:22.241539
Tokyo,29.0,2025-07-03 10:59:22.241541
London,33.8,2025-07-05 10:59:22.241543
Paris,27.2,2026-03-09 10:59:22.241545
London,33.5,2025-07-29 10:59:22.241547
Tokyo,25.8,2026-04-21 10:59:22.241549
Tokyo,17.4,2025-10-29 10:59:22.241551
Paris,16.8,2025-09-21 10:59:22.241553
New York,24.3,2026-06-30 10:59:22.241555
Tokyo,22.3,2026-07-02 10:59:22.241557
Sydney,13.0,2025-09-17 10:59:22.241559
Paris,31.1,2026-01-30 10:59:22.241561
Paris,32.9,2026-03-18 10:59:22.241563
Sydney,20.6,2026-02-16 10:59:22.241565
Paris,29.4,2026-05-10 10:59:22.241567
New York,15.8,2025-12-10 10:59:22.241569
Paris,29.4,2026-02-16 10:59:22.241571
Paris,16.4,2025-07-28 10:59:22.241573
London,19.0,2025-09-05 10:59:22.241575
Sydney,12.2,2025-09-02 10:59:22.241577
Paris,34.8,2026-03-25 10:59:22.241579
Paris,22.7,2026-02-02 10:59:22.241581
London,18.5,2026-02-17 10:59:22.241583
London,27.7,2026-01-07 10:59:22.241585
Tokyo,13.7,2026-06-01 10:59:22.241587
London,30.6,2025-12-14 10:59:22.241589
London,20.9,2026-04-30 10:59:22.241591
Paris,21.1,2025-08-28 10:59:22.241593
Paris,16.3,2025-12-21 10:59:22.241595
Tokyo,15.9,2025-07-03 10:59:22.241597
New York,23.2,2025-07-21 10:59:22.241599
London,32.4,2026-05-13 10:59:22.241601
New York,32.6,2026-02-19 10:59:22.241603
New York,24.6,2025-12-03 10:59:22.241605
Sydney,33.4,2026-05-14 10:59:22.241607
Tokyo,26.9,2026-02-14 10:59:22.241609
Paris,18.3,2026-05-28 10:59:22.241611
London,29.0,2026-05-01 10:59:22.241613
Paris,20.0,2026-06-23 10:59:22.241615
Tokyo,31.9,2025-07-25 10:59:22.241617
London,24.4,2026-05-03 10:59:22.241619
Paris,22.3,2026-03-21 10:59:22.241621
Sydney,28.8,2026-03-21 10:59:22.241623
Tokyo,26.5,2025-10-11 10:59:22.241625
Paris,21.6,2025-09-17 10:59:22.241627
Paris,14.5,2025-08-27 10:59:22.241629
London,14.6,2025-10-25 10:59:22.241631
London,13.1,2025-09-06 10:59:22.241633
London,21.6,2025-12-25 10:59:22.241635
London,30.1,2026-06-19 10:59:22.241636
Sydney,25.8,2026-03-16 10:59:22.241639
Paris,22.8,2025-08-19 10:59:22.241641
New York,18.0,2026-04-18 10:59:22.241643
Sydney,26.5,2025-09-23 10:59:22.241645
Paris,19.8,2025-09-19 10:59:22.241647
Tokyo,25.3,2025-09-24 10:59:22.241648
Paris,28.6,2025-09-12 10:59:22.241651
Paris,15.7,2025-10-06 10:59:22.241653
Sydney,33.6,2025-07-09 10:59:22.241655
New York,14.3,2025-07-25 10:59:22.241657
Paris,35.0,2025-08-08 10:59:22.241659
New York,34.4,2026-02-27 10:59:22.241661
London,23.1,2026-02-19 10:59:22.241663
New York,24.9,2026-06-22 10:59:22.241665
New York,14.4,2026-06-15 10:59:22.241667
Paris,10.2,2026-01-20 10:59:22.241669
Paris,11.2,2025-08-23 10:59:22.241671
Tokyo,32.1,2026-01-25 10:59:22.241673
Sydney,34.2,2025-09-06 10:59:22.241675
Sydney,17.4,2026-07-02 10:59:22.241677
London,29.3,2025-11-07 10:59:22.241679
London,22.7,2026-04-14 10:59:22.241681
Tokyo,10.3,2026-02-24 10:59:22.241683
Sydney,27.7,2026-03-13 10:59:22.241685
Sydney,30.3,2025-12-15 10:59:22.241687
London,22.5,2026-06-04 10:59:22.241689
Tokyo,17.9,2025-12-29 10:59:22.241691
Sydney,26.0,2026-02-03 10:59:22.241693
Paris,12.1,2025-07-09 10:59:22.241695
Sydney,29.2,2025-09-05 10:59:22.241697
Sydney,11.8,2026-01-16 10:59:22.241699
New York,31.2,2026-05-13 10:59:22.241700
Sydney,17.6,2025-07-06 10:59:22.241702
London,32.8,2026-03-19 10:59:22.241704
Sydney,27.1,2026-02-06 10:59:22.241706
Sydney,17.4,2026-06-29 10:59:22.241708
Paris,34.6,2025-07-09 10:59:22.241710
London,16.8,2026-06-21 10:59:22.241712
Tokyo,19.2,2025-10-28 10:59:22.241714
London,30.6,2026-06-06 10:59:22.241716
New York,18.5,2025-11-19 10:59:22.241718
Paris,18.7,2026-04-29 10:59:22.241720
Tokyo,22.2,2026-04-07 10:59:22.241722
London,21.2,2026-05-09 10:59:22.241724
Tokyo,12.1,2025-07-11 10:59:22.241726
Sydney,34.1,2025-09-02 10:59:22.241728
London,30.3,2025-08-02 10:59:22.241730
London,21.3,2026-01-18 10:59:22.241732
London,28.6,2026-05-10 10:59:22.241734
Paris,12.5,2026-06-16 10:59:22.241736
New York,17.9,2026-01-06 10:59:22.241738
Tokyo,10.8,2025-10-31 10:59:22.241740
Tokyo,34.3,2025-10-13 10:59:22.241742
Sydney,31.3,2025-12-25 10:59:22.241744
New York,13.1,2025-08-01 10:59:22.241746
London,22.2,2025-10-31 10:59:22.241748
London,20.7,2025-07-28 10:59:22.241750
Sydney,34.6,2025-09-14 10:59:22.241752
Paris,30.0,2025-08-24 10:59:22.241754
Tokyo,18.0,2025-08-17 10:59:22.241756
London,22.6,2026-01-20 10:59:22.241758
Tokyo,11.1,2025-11-16 10:59:22.241760
Tokyo,16.5,2025-08-19 10:59:22.241762
Paris,32.8,2025-08-28 10:59:22.241764
Paris,26.5,2026-02-13 10:59:22.241766
Sydney,18.7,2025-10-11 10:59:22.241768
Tokyo,21.7,2026-01-11 10:59:22.241770
London,26.1,2026-04-26 10:59:22.241772
Tokyo,16.3,2026-04-25 10:59:22.241774
Tokyo,29.3,2025-11-09 10:59:22.241776
Sydney,31.5,2026-04-05 10:59:22.241778
London,27.1,2025-10-29 10:59:22.241780
Sydney,30.4,2026-01-30 10:59:22.241782
New York,10.4,2026-04-12 10:59:22.241784
Paris,22.5,2026-02-24 10:59:22.241786
New York,34.7,2026-01-13 10:59:22.241788
Paris,25.2,2026-01-22 10:59:22.241790
Tokyo,31.4,2025-10-12 10:59:22.241792
Paris,31.1,2026-02-09 10:59:22.241794
Sydney,21.9,2026-05-17 10:59:22.241796
Tokyo,22.2,2026-05-18 10:59:22.241798
Paris,30.2,2026-05-21 10:59:22.241800
Tokyo,19.9,2025-09-19 10:59:22.241802
London,26.5,2025-08-06 10:59:22.241804
